00064919,EVNT,AMECA_01,20180120073159,01,E,TPP 07318,APP -000228,TPN 07318,APN -000228,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073155,01,E,TPP 01182,APP  000234,TPN 01182,APN  000234,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073154,01,E,TPP 05499,APP  000273,TPN 05503,APN -000284,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073154,01,E,TPP 03700,APP  000651,TPN 03699,APN -000807,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073144,01,E,TPP 09091,APP  000535,TPN 09090,APN -000780,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073144,01,E,TPP 08457,APP  000306,TPN 08453,APN -000306,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073144,01,E,TPP 07993,APP  001041,TPN 07994,APN -001264,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073127,01,E,TPP 06984,APP  000284,TPN 06988,APN -000239,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073127,01,E,TPP 06525,APP  001169,TPN 06529,APN -001782,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073127,01,E,TPP 05813,APP  001520,TPN 05817,APN -001888,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073126,01,E,TPP 07782,APP -000200,TPN 07824,APN -000234,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073115,01,E,TPP 07813,APP  000735,TPN 07816,APN -001019,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073113,01,E,TPP 05286,APP  000312,TPN 05282,APN -000379,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073113,01,E,TPP 04632,APP  004092,TPN 04631,APN -003430,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073105,01,E,TPP 05660,APP  000457,TPN 05664,APN -000367,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073104,01,E,TPP 00380,APP  000239,TPN 00376,APN -000245,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120073104,01,E,TPP 00070,APP  001982,TPN 00071,APN -001837,PTP 1,GPS 1,VTR 000200
