00064919,EVNT,AMECA_01,20180120053859,01,E,TPP 09196,APP  000217,TPN 09234,APN -000256,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053859,01,E,TPP 07220,APP -000223,TPN 07218,APN -000262,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053859,01,E,TPP 06292,APP  000206,TPN 06293,APN -000267,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053859,01,E,TPP 04372,APP  009922,TPN 04368,APN -010891,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053858,01,E,TPP 09100,APP  000362,TPN 09096,APN -000457,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053858,01,E,TPP 08643,APP  001759,TPN 08644,APN -001437,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053858,01,E,TPP 05214,APP -000200,TPN 05214,APN -000200,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053853,01,E,TPP 02307,APP -000200,TPN 02307,APN -000200,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053810,01,E,TPP 01919,APP  000312,TPN 01920,APN -000345,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053810,01,E,TPP 00529,APP  000551,TPN 00525,APN -000618,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053809,01,E,TPP 09724,APP  000312,TPN 09720,APN -000390,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120053809,01,E,TPP 09195,APP  001141,TPN 09194,APN -001448,PTP 1,GPS 1,VTR 000200
