00064919,EVNT,AMECA_01,20180120041257,01,E,TPP 07705,APP  000217,TPN 07699,APN -000200,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041257,01,E,TPP 02046,APP  000317,TPN 02042,APN -000551,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041257,01,E,TPP 01457,APP -000245,TPN 01457,APN -000245,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041257,01,E,TPP 00850,APP  001860,TPN 00849,APN -001748,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041238,01,E,TPP 04732,APP  000239,TPN 04728,APN -000223,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041238,01,E,TPP 03866,APP  004232,TPN 03867,APN -004026,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041238,01,E,TPP 01315,APP -000223,TPN 01315,APN -000223,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041237,01,E,TPP 04249,APP  000200,TPN 04245,APN -000267,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041221,01,E,TPP 05827,APP -000212,TPN 05827,APN -000212,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041221,01,E,TPP 01417,APP  000234,TPN 01421,APN -000239,PTP 1,GPS 1,VTR 000200
