00064919,EVNT,AMECA_01,20180120072244,01,E,TPP 08685,APP  000323,TPN 08690,APN -000290,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072244,01,E,TPP 07880,APP  000267,TPN 07881,APN -000245,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072244,01,E,TPP 07379,APP  000501,TPN 07375,APN -000557,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072244,01,E,TPP 06962,APP  001002,TPN 06963,APN -001314,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072223,01,E,TPP 07438,APP  000267,TPN 07442,APN -000217,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072219,01,E,TPP 03453,APP  000323,TPN 03456,APN -000340,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072209,01,E,TPP 06746,APP  000245,TPN 06742,APN -000317,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072202,01,E,TPP 08473,APP -000200,TPN 08473,APN -000200,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072202,01,E,TPP 05380,APP -000234,TPN 05380,APN -000234,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072202,01,E,TPP 03722,APP -000212,TPN 03722,APN -000212,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072254,01,E,TPP 05039,APP  000418,TPN 05042,APN -000484,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072254,01,E,TPP 04537,APP  001793,TPN 04538,APN -002650,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120072254,01,E,TPP 04011,APP  009003,TPN 04010,APN -007589,PTP 1,GPS 1,VTR 000200
