00064919,EVNT,AMECA_01,20180120032321,01,E,TPP 07215,APP -000206,TPN 07217,APN -000312,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120032321,01,E,TPP 06851,APP  000406,TPN 06847,APN -000568,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120032321,01,E,TPP 02014,APP  000356,TPN 02018,APN -000228,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120032305,01,E,TPP 07701,APP  000562,TPN 07702,APN -000768,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120032305,01,E,TPP 05519,APP  000212,TPN 05520,APN -0
00064919,EVNT,AMECA_01,20180120032321,01,E,TPP 07215,APP -000206,TPN 07217,APN -000312,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120032321,01,E,TPP 06851,APP  000406,TPN 06847,APN -000568,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120032321,01,E,TPP 02014,APP  000356,TPN 02018,APN -000228,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120032305,01,E,TPP 07701,APP  000562,TPN 07702,APN -000768,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120032305,01,E,TPP 05519,APP  000212,TPN 05520,APN -000323,PTP 1,GPS 1,VTR 000200
