00064919,EVNT,AMECA_01,20180120055857,01,E,TPP 08711,APP  000256,TPN 08706,APN -000239,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055857,01,E,TPP 07910,APP  000212,TPN 07906,APN -000278,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055857,01,E,TPP 04930,APP  000401,TPN 04926,APN -000518,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055857,01,E,TPP 03735,APP  000239,TPN 03740,APN -000295,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055857,01,E,TPP 02932,APP  001927,TPN 02931,APN -002294,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055847,01,E,TPP 08619,APP  000529,TPN 08623,APN -000557,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055847,01,E,TPP 06247,APP  000228,TPN 06247,APN  000228,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055829,01,E,TPP 05287,APP -000217,TPN 05282,APN -000273,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055821,01,E,TPP 01963,APP -000206,TPN 01957,APN -000251,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055808,01,E,TPP 09071,APP  000306,TPN 09075,APN -000301,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055808,01,E,TPP 06851,APP  000774,TPN 06854,APN -000702,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120055808,01,E,TPP 04929,APP  000434,TPN 04932,APN -000412,PTP 0,GPS 1,VTR 000200
