00064919,EVNT,AMECA_01,20180120041648,01,E,TPP 09464,APP -000234,TPN 09464,APN -000234,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041648,01,E,TPP 07217,APP  000217,TPN 07213,APN -000340,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041648,01,E,TPP 06648,APP  000284,TPN 06646,APN -000512,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041648,01,E,TPP 06139,APP  000401,TPN 06135,APN -000590,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041648,01,E,TPP 05777,APP  001030,TPN 05778,APN -000919,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041648,01,E,TPP 05364,APP  000646,TPN 05363,APN -000846,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041648,01,E,TPP 04696,APP  007589,TPN 04692,APN -009443,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041645,01,E,TPP 10000,APP  000546,TPN 10004,APN -000651,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041645,01,E,TPP 06561,APP  000423,TPN 06565,APN -000668,PTP 1,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041644,01,E,TPP 05763,APP  000239,TPN 05767,APN -000251,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041631,01,E,TPP 07886,APP  000206,TPN 07882,APN -000200,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041627,01,E,TPP 03841,APP  000290,TPN 03853,APN -000329,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041627,01,E,TPP 01404,APP -000200,TPN 01396,APN -000267,PTP 0,GPS 1,VTR 000200
00064919,EVNT,AMECA_01,20180120041627,01,E,TPP 00967,APP  000997,TPN 00963,APN -001464,PTP 1,GPS 1,VTR 000200
